Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
45,No,Travel_Rarely,28,2,Technical Degree,Female,48,4,2,Single,1,21,3,21,8
32,No,Travel_Frequently,10,3,Life Sciences,Male,56,1,3,Married,6,10,2,5,1
31,No,Travel_Rarely,2,4,Life Sciences,Male,69,1,3,Married,1,6,4,5,0
41,No,Non-Travel,4,3,Human Resources,Male,60,2,2,Married,6,10,3,3,1
40,No,Travel_Rarely,8,2,Life Sciences,Female,92,2,1,Married,2,18,3,1,0
24,No,Travel_Rarely,29,1,Medical,Male,91,1,1,Divorced,1,6,4,6,1
46,No,Travel_Rarely,13,4,Life Sciences,Male,34,2,2,Single,6,19,3,10,0
35,No,Travel_Rarely,27,4,Life Sciences,Male,49,2,3,Married,2,17,3,7,0
30,No,Travel_Rarely,16,1,Life Sciences,Male,33,1,4,Married,1,10,2,10,0
47,No,Non-Travel,2,4,Marketing,Male,87,2,2,Married,7,4,1,1,0
46,No,Travel_Rarely,2,3,Life Sciences,Male,74,3,4,Divorced,4,13,2,10,0
36,Yes,Travel_Rarely,13,5,Marketing,Male,96,2,1,Divorced,5,16,3,2,2
32,Yes,Travel_Rarely,1,2,Life Sciences,Male,34,2,2,Single,6,10,3,0,0
23,No,Travel_Rarely,4,1,Medical,Female,51,1,2,Single,1,3,1,3,1
31,No,Travel_Frequently,24,1,Technical Degree,Female,30,2,4,Single,2,9,2,5,1
39,No,Non-Travel,1,3,Life Sciences,Male,77,2,4,Married,1,9,3,9,5
32,No,Travel_Rarely,19,3,Life Sciences,Male,80,3,3,Married,3,10,1,4,0
40,No,Travel_Rarely,7,4,Medical,Male,88,5,2,Single,1,21,2,21,12
45,No,Travel_Rarely,4,3,Life Sciences,Female,56,3,3,Married,4,9,4,5,0
30,No,Travel_Frequently,2,4,Technical Degree,Female,78,1,1,Single,0,10,3,9,0
24,No,Travel_Frequently,10,3,Medical,Male,59,1,4,Married,0,3,3,2,2
30,Yes,Travel_Frequently,8,3,Human Resources,Female,66,1,4,Divorced,6,6,2,4,1
31,No,Travel_Rarely,5,3,Technical Degree,Male,51,2,3,Married,1,6,3,5,0
27,No,Travel_Rarely,8,3,Medical,Female,67,1,4,Single,1,6,2,6,1
29,Yes,Travel_Rarely,9,3,Marketing,Female,52,1,2,Single,1,2,3,2,2
29,No,Travel_Frequently,1,3,Life Sciences,Male,70,2,3,Single,8,10,4,3,0
30,No,Travel_Rarely,15,2,Marketing,Male,94,3,1,Divorced,2,12,3,7,1
34,No,Travel_Rarely,2,4,Medical,Male,97,1,4,Married,0,6,3,5,1
33,No,Non-Travel,2,3,Marketing,Female,62,2,2,Single,8,13,2,11,1
49,No,Travel_Rarely,11,4,Marketing,Female,80,2,4,Single,3,8,4,5,0
33,Yes,Travel_Rarely,16,3,Life Sciences,Female,74,3,1,Single,2,11,2,0,0
38,No,Travel_Frequently,2,2,Medical,Female,75,1,2,Married,4,9,2,6,0
31,Yes,Travel_Rarely,16,4,Marketing,Male,70,3,3,Married,2,10,3,1,0
29,No,Travel_Rarely,4,3,Technical Degree,Female,91,1,1,Divorced,1,1,3,1,0
30,No,Travel_Rarely,16,3,Life Sciences,Male,58,2,3,Married,3,10,3,7,1
32,No,Non-Travel,5,4,Technical Degree,Male,65,1,2,Single,2,12,3,7,0
38,No,Travel_Rarely,18,3,Medical,Male,60,2,4,Married,3,15,3,1,1
43,Yes,Travel_Frequently,17,3,Technical Degree,Male,38,1,3,Married,9,6,3,1,0
42,No,Travel_Rarely,12,3,Medical,Male,57,1,2,Divorced,8,7,2,5,0
55,No,Travel_Rarely,2,3,Medical,Male,60,5,1,Married,8,34,3,1,0
33,No,Non-Travel,4,3,Technical Degree,Male,90,2,2,Divorced,5,11,2,9,1
41,No,Travel_Rarely,9,4,Life Sciences,Male,94,1,1,Divorced,1,5,3,5,0
34,No,Non-Travel,10,3,Life Sciences,Male,87,2,3,Divorced,1,15,3,15,0
53,No,Non-Travel,1,4,Medical,Female,60,4,3,Married,4,27,2,3,0
43,No,Travel_Rarely,2,3,Life Sciences,Male,97,1,4,Single,0,10,3,9,1
34,No,Travel_Rarely,3,2,Life Sciences,Female,32,2,4,Single,5,6,3,2,2
21,Yes,Travel_Rarely,7,1,Marketing,Male,31,1,2,Single,1,1,3,1,1
38,No,Travel_Rarely,6,2,Other,Female,40,1,3,Married,1,5,3,5,0
22,Yes,Travel_Rarely,8,1,Medical,Female,79,1,1,Married,1,1,3,1,0
31,No,Travel_Rarely,29,4,Marketing,Female,91,2,4,Married,1,13,3,12,5
51,No,Travel_Rarely,3,3,Technical Degree,Female,53,3,3,Married,2,15,3,2,2
37,No,Travel_Rarely,9,2,Marketing,Male,46,2,2,Married,1,5,3,5,0
46,No,Travel_Rarely,2,4,Medical,Male,46,5,4,Divorced,7,24,3,2,2
36,No,Travel_Rarely,10,3,Life Sciences,Male,90,3,1,Married,7,15,3,12,5
44,Yes,Travel_Frequently,1,2,Medical,Male,99,1,2,Divorced,1,6,2,5,2
37,No,Travel_Rarely,8,2,Other,Male,89,2,2,Divorced,2,19,2,10,4
35,Yes,Travel_Rarely,27,3,Life Sciences,Male,84,2,4,Single,1,10,3,10,7
33,No,Travel_Rarely,8,4,Life Sciences,Male,90,1,1,Married,6,14,3,10,7
28,No,Travel_Rarely,1,3,Life Sciences,Male,82,1,4,Married,1,5,4,5,0
39,No,Travel_Rarely,10,1,Medical,Male,65,3,3,Single,7,9,3,4,2
46,No,Non-Travel,26,2,Life Sciences,Male,98,2,2,Single,8,6,3,2,2
40,No,Travel_Rarely,2,2,Life Sciences,Female,99,1,1,Married,4,7,2,4,0
42,No,Travel_Rarely,13,3,Medical,Male,95,2,1,Married,5,10,2,0,0
35,No,Non-Travel,2,2,Medical,Male,90,2,4,Divorced,2,15,3,7,1
38,No,Non-Travel,2,3,Human Resources,Male,100,1,2,Divorced,5,13,3,11,3
34,Yes,Travel_Frequently,9,4,Life Sciences,Male,93,2,1,Married,4,11,2,7,0
37,Yes,Travel_Rarely,10,4,Medical,Male,58,2,1,Single,1,10,1,10,0
39,No,Travel_Frequently,20,3,Life Sciences,Male,83,2,4,Divorced,2,7,3,2,2
43,No,Non-Travel,9,3,Life Sciences,Male,52,1,3,Single,4,7,2,3,1
41,No,Travel_Rarely,5,3,Life Sciences,Male,85,2,2,Single,3,11,1,3,1
41,No,Travel_Rarely,4,1,Marketing,Female,81,3,3,Divorced,0,23,4,22,13
30,No,Travel_Rarely,10,3,Medical,Female,64,3,3,Single,9,9,3,7,0
26,Yes,Travel_Rarely,20,2,Medical,Female,69,1,2,Married,0,6,3,5,1
46,Yes,Travel_Rarely,21,2,Medical,Female,66,2,2,Married,4,13,4,9,3
40,No,Travel_Rarely,1,3,Life Sciences,Female,52,2,4,Divorced,4,12,3,5,0
34,No,Travel_Rarely,8,2,Technical Degree,Male,92,2,3,Married,1,10,3,10,4
58,No,Non-Travel,2,3,Medical,Male,52,4,2,Divorced,4,37,2,16,14
35,No,Travel_Rarely,23,4,Medical,Male,91,1,3,Married,0,6,4,5,0
47,No,Travel_Rarely,4,3,Life Sciences,Female,92,3,2,Divorced,8,28,3,22,14
40,No,Travel_Rarely,12,3,Life Sciences,Female,47,2,1,Divorced,2,15,3,7,7
54,No,Travel_Rarely,7,4,Medical,Female,68,2,4,Married,4,14,2,7,1
31,No,Travel_Frequently,7,4,Marketing,Female,68,3,1,Married,2,9,3,3,2
28,No,Travel_Rarely,1,3,Medical,Female,67,1,1,Married,1,3,3,3,1
38,No,Travel_Rarely,2,4,Marketing,Female,77,2,4,Married,2,20,2,4,0
26,No,Travel_Rarely,10,3,Medical,Male,46,2,4,Single,1,5,3,5,1
58,No,Travel_Frequently,15,4,Life Sciences,Male,87,4,3,Married,2,23,3,2,2
18,No,Non-Travel,14,3,Medical,Female,33,1,3,Single,1,0,1,0,0
31,Yes,Travel_Rarely,18,5,Human Resources,Male,89,1,1,Married,0,2,3,1,0
29,Yes,Travel_Rarely,13,3,Human Resources,Male,56,1,1,Divorced,4,4,3,2,2
45,No,Non-Travel,2,4,Life Sciences,Female,67,2,3,Married,4,10,4,8,5
36,No,Travel_Rarely,2,4,Other,Female,73,2,2,Married,4,15,3,1,0
43,No,Travel_Frequently,2,4,Life Sciences,Male,92,2,4,Married,1,7,3,7,7
27,No,Travel_Frequently,5,2,Life Sciences,Female,53,1,4,Single,0,6,2,5,0
29,No,Travel_Frequently,20,1,Medical,Male,40,1,4,Married,1,11,4,11,3
32,No,Travel_Frequently,10,4,Marketing,Male,79,2,4,Single,8,4,4,0,0
42,No,Non-Travel,10,4,Technical Degree,Male,38,1,3,Married,3,10,2,6,3
47,No,Travel_Rarely,9,4,Life Sciences,Female,64,1,3,Single,4,7,3,2,2
46,No,Travel_Rarely,2,2,Life Sciences,Male,82,3,4,Divorced,3,12,2,9,4
28,No,Non-Travel,1,2,Life Sciences,Male,43,1,4,Divorced,1,3,3,3,2
29,No,Travel_Rarely,29,1,Life Sciences,Male,93,2,3,Divorced,8,11,3,7,1
42,No,Travel_Rarely,8,3,Life Sciences,Male,81,1,3,Single,4,8,3,0,0
32,Yes,Travel_Rarely,2,4,Marketing,Male,82,2,2,Single,7,7,2,2,2
46,No,Travel_Rarely,3,3,Technical Degree,Female,45,4,1,Divorced,2,25,3,19,2
27,No,Travel_Rarely,23,1,Medical,Female,36,2,3,Married,1,9,3,9,5
29,No,Travel_Rarely,6,1,Medical,Male,87,1,2,Married,1,1,3,1,0
43,No,Travel_Rarely,6,3,Medical,Female,81,5,3,Married,7,21,3,16,6
48,No,Travel_Rarely,10,3,Life Sciences,Male,91,5,2,Married,4,29,3,22,12
29,Yes,Travel_Frequently,24,2,Life Sciences,Male,73,1,4,Single,1,1,2,1,1
46,Yes,Travel_Rarely,10,3,Life Sciences,Female,64,3,2,Married,5,14,3,8,0
27,No,Travel_Frequently,15,3,Life Sciences,Female,77,1,1,Married,0,8,2,7,7
39,No,Travel_Rarely,19,4,Other,Male,41,2,4,Divorced,8,7,3,2,2
55,No,Travel_Rarely,2,4,Technical Degree,Male,98,1,4,Married,8,19,4,5,0
28,No,Travel_Rarely,3,3,Medical,Female,78,1,2,Married,1,1,3,1,0
30,Yes,Travel_Rarely,9,3,Medical,Male,89,1,4,Single,1,1,2,1,0
22,Yes,Travel_Rarely,7,1,Life Sciences,Male,75,1,2,Single,1,1,3,1,0
36,No,Travel_Rarely,10,4,Technical Degree,Female,63,2,3,Married,1,10,3,10,1
31,No,Travel_Rarely,20,3,Life Sciences,Male,89,2,3,Divorced,1,10,3,10,0
34,No,Travel_Rarely,4,3,Life Sciences,Male,64,3,4,Married,2,9,3,5,1
29,No,Travel_Rarely,7,3,Life Sciences,Male,59,1,1,Single,3,11,3,3,1
37,No,Travel_Rarely,7,4,Medical,Male,78,2,1,Married,5,16,3,5,0
35,No,Travel_Rarely,16,2,Other,Female,44,2,2,Married,0,4,3,3,0
45,No,Travel_Rarely,25,2,Life Sciences,Female,93,2,4,Married,0,10,2,9,3
36,No,Travel_Frequently,2,1,Human Resources,Male,94,2,4,Single,1,10,2,10,0
40,No,Travel_Rarely,1,4,Life Sciences,Male,98,4,1,Divorced,2,22,3,19,11
26,No,Travel_Rarely,1,2,Life Sciences,Female,90,1,3,Married,1,1,2,1,1
27,No,Travel_Rarely,2,2,Medical,Female,89,2,3,Single,0,9,2,8,0
48,No,Travel_Frequently,22,3,Medical,Female,58,4,4,Divorced,3,24,3,22,4
44,No,Travel_Rarely,1,4,Life Sciences,Male,78,2,1,Married,2,10,3,2,2
34,Yes,Non-Travel,16,4,Technical Degree,Male,85,1,1,Married,1,5,3,5,3
56,Yes,Travel_Rarely,24,2,Life Sciences,Male,97,1,4,Single,1,5,3,4,1
36,No,Travel_Rarely,17,2,Marketing,Male,33,2,2,Married,2,12,1,4,1
41,No,Travel_Rarely,8,3,Marketing,Female,54,2,2,Married,5,14,3,5,1
42,No,Travel_Rarely,6,3,Medical,Male,83,3,1,Married,9,18,4,13,5
31,No,Travel_Rarely,10,2,Medical,Female,86,2,4,Divorced,2,8,3,5,1
34,No,Travel_Rarely,3,1,Medical,Female,75,2,4,Married,3,9,2,4,0
31,No,Travel_Rarely,4,3,Medical,Female,62,1,3,Divorced,8,4,2,2,2
26,No,Travel_Frequently,6,3,Other,Male,61,1,4,Married,0,8,3,7,7
45,No,Travel_Frequently,1,4,Medical,Male,44,2,3,Single,4,12,3,4,0
33,No,Travel_Rarely,10,4,Marketing,Male,43,2,3,Single,1,10,2,10,0
28,No,Travel_Frequently,1,2,Life Sciences,Male,42,2,4,Married,1,7,3,7,0
29,Yes,Travel_Frequently,24,3,Technical Degree,Male,45,1,1,Single,1,1,3,1,0
39,No,Non-Travel,21,4,Life Sciences,Female,32,2,3,Married,6,10,3,3,1
27,No,Travel_Rarely,2,4,Technical Degree,Male,41,1,2,Married,1,6,2,5,1
34,No,Travel_Frequently,22,4,Other,Male,86,2,4,Married,1,16,3,15,6
28,Yes,Travel_Rarely,13,2,Marketing,Female,84,2,3,Single,3,6,3,2,2
47,No,Non-Travel,14,4,Technical Degree,Male,64,2,2,Married,8,16,4,8,1
56,No,Travel_Rarely,11,5,Marketing,Female,89,2,1,Married,4,6,3,0,0
39,No,Travel_Rarely,9,2,Medical,Male,87,2,1,Married,1,10,3,10,7
38,No,Travel_Frequently,8,3,Medical,Female,58,2,2,Divorced,1,20,3,20,0
58,No,Travel_Rarely,21,3,Life Sciences,Female,72,4,4,Married,4,29,2,1,0
32,Yes,Travel_Frequently,5,2,Life Sciences,Female,47,1,3,Single,3,8,3,4,0
38,No,Travel_Rarely,9,2,Life Sciences,Male,71,1,4,Divorced,2,10,4,5,0
49,No,Travel_Frequently,2,1,Life Sciences,Male,42,5,4,Married,3,28,3,5,4
42,No,Travel_Rarely,12,4,Marketing,Male,77,2,4,Divorced,3,14,3,0,0
27,Yes,Travel_Frequently,22,3,Human Resources,Female,58,1,2,Married,1,1,3,1,0
35,No,Travel_Rarely,18,4,Medical,Male,71,2,1,Married,0,6,1,5,0
28,No,Non-Travel,16,3,Medical,Male,49,1,3,Single,1,5,2,5,1
31,No,Non-Travel,3,2,Medical,Male,48,1,1,Divorced,1,4,4,4,2
36,No,Non-Travel,9,4,Life Sciences,Male,66,1,2,Married,1,5,3,5,0
34,No,Travel_Rarely,1,3,Marketing,Male,32,3,4,Single,1,14,2,14,2
34,No,Travel_Rarely,13,4,Medical,Male,39,3,3,Divorced,1,9,2,8,1
26,No,Travel_Rarely,1,3,Medical,Male,95,1,1,Single,0,8,2,7,7
29,No,Travel_Rarely,1,3,Life Sciences,Male,89,2,1,Married,0,6,2,5,0
32,No,Non-Travel,15,4,Medical,Female,34,2,4,Divorced,5,9,3,5,1
31,No,Travel_Frequently,1,3,Life Sciences,Male,48,2,1,Married,1,10,3,10,8
28,Yes,Travel_Rarely,17,3,Technical Degree,Male,32,1,4,Divorced,5,6,2,4,0
38,No,Travel_Rarely,1,3,Life Sciences,Male,59,1,1,Single,4,20,2,1,0
35,No,Travel_Rarely,7,4,Life Sciences,Female,55,2,4,Married,1,10,3,10,0
27,No,Travel_Rarely,9,3,Marketing,Male,44,2,4,Single,1,7,3,7,0
32,No,Travel_Rarely,5,4,Life Sciences,Male,56,2,4,Single,8,8,3,1,0
31,Yes,Travel_Frequently,26,4,Marketing,Male,63,2,4,Married,1,10,3,10,0
53,Yes,Travel_Rarely,24,4,Life Sciences,Male,66,3,1,Single,6,15,2,2,2
54,No,Travel_Rarely,9,2,Life Sciences,Female,67,2,3,Married,3,9,2,4,2
33,No,Travel_Frequently,7,2,Life Sciences,Male,36,2,3,Divorced,1,9,3,9,2
43,No,Travel_Rarely,11,3,Life Sciences,Male,30,3,3,Married,1,10,3,10,0
38,No,Travel_Frequently,1,4,Other,Male,88,1,2,Married,0,7,3,6,1
55,No,Travel_Rarely,26,4,Human Resources,Male,71,5,2,Married,4,35,3,10,1
31,No,Travel_Rarely,2,1,Medical,Female,59,1,4,Divorced,1,1,3,1,0
39,No,Travel_Rarely,15,4,Marketing,Male,77,4,1,Single,0,21,3,20,11
42,No,Non-Travel,23,2,Life Sciences,Male,37,2,3,Single,1,20,3,20,3
31,No,Non-Travel,10,3,Medical,Female,40,3,3,Married,4,13,4,11,4
54,No,Travel_Rarely,10,3,Medical,Female,77,2,1,Single,6,9,3,5,1
24,No,Travel_Rarely,1,2,Life Sciences,Male,45,2,3,Single,1,4,2,4,1
23,No,Travel_Rarely,12,2,Other,Male,78,1,4,Single,1,5,4,5,1
40,No,Travel_Frequently,11,3,Technical Degree,Female,73,2,3,Married,1,10,4,10,9
40,No,Travel_Rarely,2,2,Marketing,Female,92,2,2,Married,3,15,3,11,5
25,No,Travel_Rarely,2,3,Human Resources,Female,82,1,2,Married,4,6,3,2,1
30,No,Travel_Rarely,1,2,Medical,Male,76,1,2,Married,1,12,2,12,1
25,No,Travel_Rarely,2,1,Other,Male,57,1,3,Divorced,6,7,2,2,0
47,No,Travel_Rarely,25,3,Medical,Male,84,3,3,Single,2,25,3,17,12
33,No,Non-Travel,1,2,Medical,Male,59,1,3,Divorced,1,1,2,1,0
38,No,Travel_Rarely,1,4,Life Sciences,Male,86,2,2,Married,0,16,3,15,5
31,No,Travel_Rarely,2,2,Life Sciences,Male,54,1,3,Married,0,3,3,2,1
38,No,Travel_Frequently,6,4,Life Sciences,Male,72,2,3,Married,2,10,3,8,7
42,No,Travel_Rarely,18,4,Life Sciences,Male,35,2,1,Divorced,6,9,2,4,1
41,No,Travel_Rarely,1,3,Life Sciences,Male,76,1,4,Married,3,12,3,5,1
47,No,Non-Travel,1,1,Medical,Female,98,3,2,Married,0,14,1,13,5
35,No,Travel_Rarely,11,4,Medical,Male,43,1,3,Married,7,5,3,2,2
22,No,Travel_Rarely,1,2,Life Sciences,Male,63,1,3,Single,0,4,4,3,1
35,No,Travel_Rarely,9,4,Medical,Male,48,2,3,Single,1,10,3,10,0
33,No,Travel_Rarely,15,2,Medical,Female,95,2,4,Married,0,10,3,9,8
32,No,Travel_Rarely,29,4,Life Sciences,Female,49,1,2,Single,1,6,3,6,4
40,No,Travel_Rarely,1,4,Life Sciences,Male,83,1,4,Married,8,8,2,1,0
32,No,Travel_Rarely,1,4,Medical,Male,68,1,2,Married,0,3,3,2,2
39,No,Travel_Rarely,24,1,Life Sciences,Male,52,2,4,Single,7,18,3,7,1
38,No,Travel_Rarely,10,3,Medical,Female,99,3,3,Married,3,20,3,18,1
32,No,Travel_Rarely,1,4,Marketing,Female,48,3,4,Married,1,14,3,14,5
37,No,Travel_Rarely,10,3,Life Sciences,Female,42,3,4,Married,1,16,3,16,6
25,No,Travel_Rarely,8,2,Other,Female,85,2,3,Divorced,0,6,2,5,0
52,No,Non-Travel,29,4,Life Sciences,Male,40,1,4,Divorced,2,16,2,9,0
44,No,Travel_Rarely,1,3,Medical,Male,42,1,4,Single,6,6,3,4,1
21,No,Travel_Rarely,5,1,Medical,Male,58,1,1,Single,1,2,3,2,1
39,No,Non-Travel,9,3,Life Sciences,Male,87,5,4,Single,2,21,2,6,1
23,Yes,Travel_Frequently,9,3,Marketing,Male,33,1,1,Married,1,1,2,1,1
36,No,Travel_Rarely,3,3,Medical,Female,94,3,4,Married,0,10,3,9,3
36,No,Travel_Frequently,4,2,Life Sciences,Female,97,2,2,Divorced,7,18,3,4,0
56,No,Non-Travel,1,4,Life Sciences,Male,57,2,3,Divorced,1,13,2,13,1
29,Yes,Travel_Rarely,1,4,Medical,Male,36,1,4,Married,9,4,4,2,2
42,No,Travel_Rarely,2,3,Life Sciences,Male,56,5,3,Married,5,24,2,22,4
56,Yes,Travel_Rarely,7,2,Technical Degree,Male,72,1,3,Married,8,14,1,10,9
41,No,Travel_Rarely,28,4,Life Sciences,Female,60,4,2,Married,0,21,3,20,0
34,No,Travel_Rarely,28,3,Marketing,Female,95,2,3,Married,1,8,3,8,1
36,No,Non-Travel,15,4,Marketing,Male,88,2,4,Divorced,1,15,2,15,11
41,No,Travel_Rarely,3,3,Life Sciences,Male,57,2,2,Divorced,2,14,3,5,0
32,No,Travel_Rarely,2,3,Technical Degree,Male,78,1,1,Single,1,4,3,4,1
35,No,Travel_Rarely,26,4,Life Sciences,Female,31,3,4,Single,1,9,3,9,1
38,No,Travel_Rarely,10,2,Life Sciences,Female,100,2,4,Married,1,10,3,10,1
50,Yes,Travel_Frequently,1,4,Life Sciences,Male,94,2,3,Divorced,7,12,3,6,0
36,No,Travel_Rarely,11,4,Marketing,Female,100,2,4,Married,4,8,2,6,0
45,No,Travel_Rarely,20,3,Life Sciences,Female,50,2,3,Single,8,8,3,5,0
40,No,Travel_Rarely,2,4,Life Sciences,Male,52,1,3,Single,2,8,3,2,2
35,No,Travel_Frequently,18,4,Life Sciences,Male,80,2,3,Married,1,10,4,10,0
40,No,Travel_Rarely,2,4,Medical,Female,98,1,3,Married,2,20,3,5,0
35,No,Travel_Rarely,1,4,Life Sciences,Female,62,1,4,Married,1,4,3,4,1
29,No,Travel_Rarely,13,2,Other,Male,46,2,2,Married,4,10,3,4,0
29,No,Travel_Rarely,28,4,Medical,Female,73,1,1,Single,1,5,1,5,0
50,Yes,Travel_Rarely,28,3,Marketing,Male,39,3,1,Divorced,4,20,3,3,2
39,No,Travel_Rarely,24,1,Marketing,Female,60,4,4,Married,0,21,2,20,9
31,No,Non-Travel,5,3,Medical,Male,74,2,1,Single,0,10,3,9,1
26,No,Travel_Rarely,5,3,Other,Female,30,1,3,Single,0,5,3,4,0
36,No,Travel_Frequently,23,2,Medical,Male,41,2,4,Married,4,17,3,5,0
39,No,Travel_Rarely,6,1,Medical,Male,42,3,1,Married,4,9,3,7,1
27,No,Travel_Rarely,4,3,Life Sciences,Male,87,2,2,Married,1,6,3,6,0
49,No,Travel_Frequently,2,3,Medical,Male,63,2,2,Married,2,17,2,9,0
34,No,Travel_Rarely,8,3,Medical,Male,82,2,3,Married,2,6,4,4,1
